StudyHours,Attendance,PreviousMarks,SleepHours,FinalMarks
4.8,55.8,66.9,4.5,61.8
5.1,68.1,83.3,6.8,78.6
7.7,79.1,64.4,5.5,69.7
0.9,55.0,78.5,7.3,63.0
3.1,61.4,54.2,5.9,60.7
2.7,64.2,47.3,5.1,55.7
1.5,71.1,57.2,6.0,61.1
5.2,51.2,98.0,7.5,75.7
5.6,61.5,77.7,6.2,79.9
6.9,64.3,54.9,5.4,64.5
5.3,52.8,37.7,5.7,48.4
7.0,64.2,72.4,7.0,77.8
8.8,76.6,83.6,7.6,85.7
4.5,76.1,84.4,7.4,86.0
7.5,92.9,71.8,7.3,82.5
6.5,70.5,62.3,7.6,73.5
3.1,78.9,66.8,9.2,56.4
7.6,72.7,86.8,7.1,86.5
4.4,81.0,73.3,8.3,70.1
7.2,80.0,64.9,7.3,75.8
9.1,64.0,78.5,6.3,71.8
4.9,67.8,47.1,9.6,53.0
3.9,57.4,65.6,9.2,55.9
5.1,76.0,73.8,7.7,70.3
5.6,96.8,89.8,10.0,84.2
4.1,88.1,71.0,5.2,63.6
5.2,68.3,95.9,5.5,85.4
5.4,62.3,53.3,5.6,59.9
5.7,78.3,86.0,7.2,81.5
6.1,64.7,94.9,7.0,89.1
6.0,72.1,81.5,7.3,67.8
3.3,59.2,41.2,5.4,53.8
2.2,67.4,65.0,6.9,48.6
5.5,70.4,62.6,4.9,66.0
6.3,57.9,49.4,9.4,59.7
6.8,70.4,52.7,7.5,84.3
8.2,71.4,54.3,8.5,60.9
10.0,87.8,64.9,7.2,82.7
6.3,94.4,49.9,5.7,70.7
3.1,77.2,69.7,6.2,60.2
6.3,68.2,80.6,8.6,79.4
5.1,72.1,63.3,8.6,71.6
7.5,81.3,56.8,4.9,74.4
7.3,74.2,70.5,5.9,78.2
2.7,51.5,59.3,7.7,51.9
8.4,87.9,89.2,6.6,92.8
5.5,79.3,47.1,7.7,76.5
5.5,67.1,55.9,5.7,63.2
8.0,67.2,72.4,4.6,73.4
3.2,64.7,74.9,4.3,55.6
7.9,71.7,80.7,5.8,80.8
4.5,56.8,54.2,6.1,51.0
7.7,70.9,62.3,7.8,81.5
2.5,75.6,75.8,7.2,74.5
8.2,81.5,86.9,5.2,79.2
4.8,84.9,71.4,6.9,81.4
2.7,86.8,48.1,4.5,55.8
7.2,80.9,90.5,6.7,88.0
5.0,45.0,41.8,8.7,53.6
5.9,90.4,74.4,6.7,78.0
3.5,80.9,95.3,5.5,87.0
0.5,89.9,49.4,8.8,57.9
9.2,68.2,66.8,7.3,73.1
4.5,68.3,39.2,5.0,52.5
6.4,68.8,56.4,8.7,73.2
4.9,72.8,54.2,5.3,64.7
2.0,74.6,92.9,7.0,69.9
4.9,78.2,78.0,6.6,76.7
1.9,60.8,65.1,8.5,57.4
5.8,73.8,67.5,5.4,61.2
3.2,73.4,56.2,6.5,75.1
8.6,56.8,37.3,6.4,56.3
4.6,73.3,82.5,7.3,74.7
2.5,66.3,49.7,7.0,59.0
4.4,85.5,77.8,7.6,82.5
2.8,65.0,69.9,7.7,56.9
2.0,45.0,61.0,5.9,57.3
6.8,64.9,75.3,7.9,75.9
4.4,64.4,44.2,5.4,57.0
5.7,76.0,69.2,7.8,74.8
3.8,65.7,68.0,8.7,55.5
3.6,64.5,78.2,7.3,63.4
4.3,58.0,52.8,6.0,67.0
6.7,49.8,92.0,7.9,81.8
3.2,65.6,55.1,6.5,53.5
4.5,51.7,63.3,5.4,60.3
7.2,72.0,54.8,8.7,55.9
5.8,64.5,52.5,4.7,53.0
5.9,71.3,67.0,7.4,75.6
6.5,71.1,67.9,3.9,71.8
3.8,52.1,31.9,7.9,32.1
7.2,79.4,64.6,5.8,69.8
2.5,63.9,55.8,5.8,59.1
5.5,76.2,67.0,7.8,79.4
4.0,55.8,38.9,7.0,49.2
5.7,95.8,78.7,7.0,88.5
6.6,66.1,37.0,5.9,51.8
2.9,68.9,62.2,9.7,57.5
6.7,66.3,47.7,6.8,67.7
6.0,85.9,51.9,8.2,73.8
4.2,61.4,77.4,8.8,78.7
3.7,70.4,47.8,6.1,60.7
4.6,78.0,82.1,7.7,77.8
0.6,87.7,71.2,8.0,56.9
2.7,65.1,83.4,7.9,73.5
4.3,52.7,50.0,5.4,47.8
6.0,58.7,66.7,8.8,67.5
2.4,94.5,67.0,8.5,78.3
5.9,87.4,77.8,6.1,87.8
5.4,85.8,82.0,6.0,82.9
4.3,84.4,79.1,7.4,72.8
7.0,62.8,79.8,5.2,75.9
6.6,61.3,69.8,6.0,75.2
2.8,48.7,60.9,6.4,63.6
8.9,91.5,78.5,5.7,82.7
0.8,61.0,58.8,7.0,46.1
3.9,95.3,64.5,7.3,81.2
4.3,74.1,69.2,6.7,66.6
7.4,51.0,77.7,4.8,69.7
6.2,54.4,59.7,8.0,63.2
2.3,45.0,75.8,8.7,58.4
2.4,57.4,37.1,6.8,46.4
8.0,69.6,67.7,7.1,79.6
2.6,68.0,82.5,8.6,71.5
3.7,62.7,67.1,8.1,71.6
6.5,81.3,76.8,6.9,80.9
6.2,68.2,83.2,5.8,73.8
6.7,59.8,61.5,5.0,64.1
4.1,48.6,67.0,7.3,65.2
4.7,77.7,61.9,7.0,72.5
4.2,64.0,78.9,6.1,69.6
2.9,80.1,86.4,6.2,78.9
7.7,59.3,51.4,5.8,65.7
3.4,64.0,83.8,6.6,66.7
5.8,67.8,66.8,8.7,75.7
6.1,47.5,72.3,9.1,50.1
3.3,69.6,75.3,8.0,80.5
3.2,67.3,76.6,7.2,75.4
10.0,65.6,59.2,7.7,81.6
4.7,58.2,43.1,5.7,63.2
9.3,66.8,86.2,6.3,99.1
8.1,77.2,67.2,8.2,82.0
3.2,75.9,62.9,7.2,61.5
7.2,66.6,38.3,7.9,62.0
1.3,67.1,91.2,4.2,54.5
6.3,64.2,77.2,9.0,68.6
3.2,77.5,72.2,8.8,69.3
6.0,94.5,59.2,8.0,85.4
3.7,83.5,55.2,6.3,65.4
5.4,78.5,55.7,6.3,72.8
5.0,65.4,60.9,7.6,69.8
4.4,79.3,59.6,6.1,60.6
5.8,72.4,79.7,8.2,76.1
5.3,67.7,44.4,6.6,69.4
6.0,78.2,30.0,7.4,42.4
4.3,60.6,84.3,6.8,76.1
7.0,82.2,74.6,7.0,84.5
6.6,58.5,48.6,7.8,67.2
2.3,79.8,57.3,8.4,62.0
9.4,55.5,90.3,5.9,76.3
4.9,62.1,67.9,6.0,63.5
3.5,60.3,72.3,5.2,59.9
3.8,62.8,84.7,7.3,72.1
6.4,73.0,98.0,8.0,90.8
9.5,68.6,68.5,6.2,75.5
6.6,47.8,55.3,3.7,49.7
0.9,96.4,61.9,5.8,63.2
4.8,63.0,62.0,5.4,64.7
3.0,64.5,30.2,8.3,58.9
4.2,85.9,60.0,5.7,79.0
6.7,71.2,72.8,7.1,77.1
6.0,63.8,45.1,6.7,66.7
2.2,60.3,70.8,6.8,60.1
3.7,62.1,70.0,8.4,67.9
7.8,68.6,54.5,7.0,74.0
9.9,80.6,53.7,5.2,63.0
4.9,80.9,67.6,5.6,71.4
6.5,66.5,74.0,8.3,77.1
3.1,79.9,64.6,5.8,65.4
8.9,59.3,57.6,9.2,66.3
7.5,68.0,66.4,8.3,64.8
9.0,55.4,72.1,7.0,71.3
6.1,66.0,61.4,8.2,63.3
3.6,93.4,92.6,7.1,91.9
7.2,68.7,83.5,10.0,77.1
5.4,70.6,55.5,6.3,68.8
6.3,59.2,46.2,4.5,58.9
3.3,45.0,34.8,7.4,53.6
6.3,67.2,65.9,5.7,70.5
4.4,68.3,47.0,6.0,60.1
1.5,84.5,67.4,6.9,62.9
6.4,81.0,78.0,5.9,84.9
1.7,45.7,42.0,7.0,48.6
4.6,80.6,30.0,5.0,53.4
7.7,79.7,81.4,4.8,73.4
6.1,88.5,51.1,10.0,64.9
7.8,66.7,54.1,6.1,69.1
3.6,70.7,66.5,6.8,67.2
8.9,81.3,64.9,5.3,71.2
3.6,70.4,52.6,7.3,68.7
3.3,70.7,30.0,7.6,47.6
6.6,83.7,82.9,7.8,83.4
3.1,77.6,55.7,8.9,61.7
3.6,96.3,72.5,7.1,85.0
4.1,68.2,79.3,6.7,81.8
4.0,70.3,60.8,7.9,67.7
0.5,56.1,49.9,5.9,48.4
6.6,81.2,84.9,6.6,87.4
4.9,92.3,69.3,8.7,82.9
7.3,47.5,76.0,6.5,69.0
4.6,66.6,42.8,5.3,47.2
5.6,81.6,72.3,8.4,77.5
1.6,58.9,64.2,9.4,60.9
4.4,68.7,44.1,6.6,57.4
6.0,80.7,70.7,6.7,77.1
5.4,77.7,79.1,6.9,81.6
2.5,78.8,58.0,6.5,67.2
4.8,48.6,48.0,4.8,42.7
8.1,69.2,76.3,5.0,71.0
7.4,56.9,71.0,7.3,64.6
3.7,74.5,64.4,5.1,65.5
9.1,70.3,98.0,5.4,85.6
4.6,71.6,76.6,7.9,85.6
4.7,64.5,69.5,10.0,65.4
0.8,54.9,56.1,7.5,53.8
2.3,68.9,59.0,7.2,64.1
3.0,89.1,57.0,7.4,73.7
1.8,67.6,63.8,8.8,59.2
3.8,79.3,73.1,6.7,81.4
3.0,93.0,48.2,5.5,63.7
5.3,52.0,98.0,7.6,79.8
3.8,62.2,70.7,6.8,61.5
4.0,65.2,64.3,7.4,56.8
2.5,97.3,61.6,8.7,71.4
5.1,52.8,56.0,8.9,57.9
5.7,81.9,63.8,4.8,69.8
0.5,73.0,87.7,7.5,66.4
6.6,45.7,37.6,5.8,47.0
5.2,62.2,64.5,6.7,61.3
4.9,74.2,57.3,6.9,79.1
4.9,81.9,76.0,7.3,76.5
5.7,70.4,76.7,7.1,77.0
4.2,67.0,98.0,7.9,78.6
6.0,56.3,60.6,7.5,64.8
3.7,49.3,75.7,6.8,58.9
6.0,62.4,38.8,8.5,55.4
7.9,79.3,76.0,6.1,72.0
3.4,58.0,66.1,6.6,61.4
4.2,78.8,67.1,7.5,73.0
5.1,69.8,79.0,6.5,75.1
6.5,57.6,53.2,5.4,58.9
7.1,68.1,80.2,5.9,69.0
2.0,82.2,41.1,8.0,51.6
1.7,99.4,84.8,5.6,81.1
3.9,80.5,72.7,9.6,71.8
2.0,64.2,46.7,9.1,48.0
3.8,65.5,72.4,4.5,65.2
2.0,61.9,84.5,8.0,59.7
2.9,61.9,83.3,7.3,65.5
0.5,72.7,54.4,9.1,51.3
6.8,54.9,45.6,7.5,68.8
5.7,72.0,54.8,7.8,74.7
3.4,67.0,54.2,6.9,65.5
2.0,79.6,40.2,6.6,62.2
2.5,74.8,69.9,5.6,70.6
6.9,62.7,56.2,5.3,65.7
3.9,70.1,65.6,6.2,61.4
7.3,63.1,72.2,6.4,68.8
7.1,64.5,61.4,6.2,68.5
9.1,79.3,86.2,8.0,86.8
8.7,90.5,79.8,7.7,92.9
4.1,59.3,60.5,4.8,64.7
2.2,84.9,60.8,8.4,63.6
7.1,86.6,45.7,7.0,71.8
3.4,73.3,71.6,6.5,80.9
6.7,93.7,98.0,6.3,91.8
9.5,61.7,54.0,8.7,74.1
4.2,78.6,50.6,4.2,57.6
4.2,58.4,52.4,6.4,58.7
8.3,47.3,63.8,5.2,55.5
8.1,68.0,60.1,6.9,76.4
5.8,73.4,69.1,4.4,64.9
2.7,100.0,82.4,7.6,79.3
7.0,58.4,95.7,4.9,75.7
2.6,82.8,64.5,7.9,69.1
2.3,82.1,69.1,8.1,66.4
4.9,76.5,81.4,6.2,82.6
2.9,66.4,83.9,7.9,64.7
3.7,54.3,45.4,5.3,39.6
1.9,75.2,48.0,6.6,67.4
2.9,74.0,64.3,9.8,59.2
4.5,85.3,61.6,7.1,71.6
6.1,73.8,60.9,6.0,66.2
1.3,51.8,55.9,7.4,56.5
4.7,45.0,78.1,5.6,65.2
4.8,76.2,58.7,4.5,56.6
1.9,71.1,65.1,5.0,58.2
3.6,46.8,43.9,6.4,45.5
3.2,68.6,54.4,7.1,59.7
6.9,80.9,67.5,8.4,82.8
4.2,65.3,68.6,5.9,66.8
5.1,62.9,75.5,6.1,72.6
3.3,59.9,56.8,7.7,59.9
4.0,72.2,58.6,8.5,60.4
4.2,52.7,62.2,4.8,60.0
5.3,81.1,76.5,5.8,72.8
5.7,90.7,88.0,6.2,91.1
7.8,71.2,54.6,5.5,69.2
3.0,70.7,72.8,6.1,69.4
5.8,68.4,43.6,8.2,54.7
6.3,93.3,84.7,5.5,84.3
5.0,73.1,64.3,7.4,71.1
4.3,65.1,69.0,6.3,78.7
8.4,80.0,87.0,7.5,89.7
3.8,63.5,42.4,5.5,45.0
2.6,75.0,72.4,6.0,74.3
4.3,70.1,51.8,7.7,59.2
5.5,72.2,66.4,7.0,74.8
4.3,100.0,97.9,4.0,84.8
5.7,83.2,67.8,7.0,83.5
3.6,56.2,84.0,6.9,71.5
7.1,74.7,61.6,8.9,76.2
4.6,66.3,52.2,7.7,65.5
6.5,69.1,95.8,9.8,78.0
5.2,59.0,67.2,6.0,72.3
6.9,59.1,67.2,6.9,76.7
6.4,71.8,47.8,6.2,58.4
7.5,84.6,64.4,6.1,70.8
5.9,63.4,58.5,6.7,63.0
6.3,74.2,81.6,4.6,60.5
5.8,61.0,43.4,3.8,57.1
3.1,86.7,67.6,7.7,73.4
6.3,69.0,77.3,8.2,74.0
6.6,47.9,68.6,9.3,58.5
5.0,80.4,63.6,7.2,71.4
5.0,68.0,58.6,5.5,63.3
2.7,68.5,88.5,6.8,70.7
3.0,68.7,44.9,6.2,56.8
6.0,45.7,42.0,4.3,41.0
5.4,60.1,38.0,7.1,70.1
2.7,61.3,81.3,10.0,69.7
5.8,72.2,73.8,5.0,71.8
3.8,59.3,66.1,9.0,62.7
4.5,53.8,96.1,5.0,65.3
5.3,71.9,52.6,6.1,52.8
3.0,69.9,87.2,7.4,76.6
2.4,71.1,60.2,8.0,57.1
7.5,76.4,55.9,8.7,78.1
8.0,50.8,60.1,8.3,63.6
8.6,68.1,78.8,5.8,87.0
4.2,93.3,76.8,7.5,76.3
10.0,82.7,77.7,6.9,90.4
4.0,75.4,57.9,7.2,68.4
4.1,70.0,59.7,6.5,71.7
1.8,74.6,67.6,7.6,68.4
0.5,94.1,59.0,8.0,66.0
6.4,73.3,73.1,7.9,73.7
2.7,68.5,69.5,7.9,63.6
2.8,60.2,42.5,8.3,53.4
7.3,65.1,85.7,10.0,78.6
2.1,80.3,77.9,7.8,74.2
6.4,58.8,61.1,5.5,76.5
3.9,55.6,66.7,6.6,77.2
3.6,66.6,51.7,7.6,58.1
4.0,65.1,47.9,6.2,55.5
2.9,68.8,82.8,6.4,72.2
6.5,86.5,45.0,8.6,71.5
2.5,83.7,33.6,6.0,54.8
7.4,85.7,85.7,6.2,86.5
7.1,69.2,70.2,7.8,79.7
4.1,66.3,30.0,7.2,48.7
3.8,72.6,45.1,7.7,57.0
6.1,85.2,86.2,6.6,88.4
7.4,73.7,70.9,8.5,71.1
1.4,58.3,49.2,6.9,53.9
7.5,63.5,64.7,6.8,74.6
9.9,71.1,82.3,5.7,91.1
3.3,74.0,50.4,8.5,58.7
7.1,62.8,69.4,5.8,77.5
6.8,51.6,50.1,6.0,59.8
4.7,53.5,60.2,8.6,67.3
2.7,83.9,68.5,6.6,72.9
2.3,66.7,63.0,4.3,57.8
4.1,81.4,68.6,6.1,72.3
7.0,69.1,77.8,5.4,71.3
5.4,84.6,63.9,9.2,65.9
6.4,72.4,66.9,5.7,81.5
5.0,57.0,65.2,6.6,81.2
5.1,73.0,80.7,8.2,83.5
4.4,72.5,30.0,5.3,56.1
8.1,81.6,98.0,8.9,89.7
3.9,73.7,37.1,5.2,52.8
3.5,69.8,75.9,6.7,71.4
1.5,63.9,36.1,7.9,38.8
4.1,67.4,80.2,7.4,69.7
3.9,61.8,69.2,7.5,61.3
4.6,70.1,46.0,7.2,63.7
5.2,77.4,65.9,4.4,55.5
7.7,74.3,93.9,6.2,87.3
5.4,98.6,58.2,6.2,67.4
7.2,72.5,94.6,7.8,86.7
3.0,64.3,75.1,8.5,67.0
6.6,76.1,72.8,4.7,68.9
5.8,59.3,60.1,8.4,73.6
5.9,72.7,59.9,7.7,66.4
7.6,85.2,92.3,8.2,93.1
1.1,66.0,49.6,7.5,51.3
4.0,84.4,64.4,6.7,72.5
0.5,62.7,37.4,6.2,46.4
5.2,63.9,71.7,5.6,68.8
5.8,97.1,98.0,7.1,91.8
3.6,72.5,53.0,8.2,71.8
1.4,72.0,70.0,8.0,57.6
7.1,80.6,58.7,6.1,71.4
3.4,54.1,54.5,4.9,55.5
3.0,77.6,70.9,5.4,67.8
4.4,68.4,66.0,9.2,69.1
9.3,89.7,94.6,5.0,89.3
8.2,49.1,58.5,6.1,59.5
3.3,59.5,58.8,6.7,70.2
6.7,88.4,55.0,7.3,79.7
6.3,85.5,65.2,4.6,72.5
5.5,68.3,76.8,6.1,67.0
6.0,48.1,41.7,3.6,38.7
0.7,64.9,53.5,7.5,44.7
5.1,65.1,82.0,7.0,77.8
5.8,65.0,65.6,7.5,66.7
6.7,85.3,71.4,8.0,82.3
5.4,58.2,51.0,8.2,76.9
3.6,58.2,79.7,10.0,63.6
8.5,58.6,65.7,7.1,69.1
4.8,71.5,50.1,8.1,67.3
4.6,62.9,61.0,6.3,63.9
6.4,59.3,65.2,6.3,64.2
5.1,72.1,59.7,7.5,74.4
3.0,76.4,84.6,6.7,70.5
6.9,97.7,90.5,7.8,94.6
4.9,51.7,70.5,5.9,66.3
7.0,93.2,64.1,7.1,79.9
6.2,73.4,90.1,6.9,82.2
1.6,46.5,65.5,7.5,63.5
1.9,62.1,70.2,8.0,59.5
6.2,76.1,74.6,6.9,80.9
2.8,62.1,63.2,3.9,49.9
6.0,82.2,87.8,5.9,89.3
2.8,88.6,63.2,6.0,64.4
4.8,55.4,42.8,6.1,33.3
6.6,52.2,81.1,6.8,86.1
3.8,66.2,80.0,9.0,63.2
4.3,68.9,67.9,7.5,71.2
6.1,72.7,71.9,7.0,72.7
3.3,61.4,65.1,6.6,62.8
3.9,81.1,65.5,7.3,72.9
7.0,69.5,55.9,6.9,71.5
3.4,92.0,54.4,4.8,68.1
3.8,66.1,63.3,9.4,64.8
5.8,73.2,73.2,8.7,74.1
5.7,77.1,43.1,7.0,67.6
4.6,69.4,59.4,6.2,72.6
6.5,95.2,43.8,4.5,63.3
2.8,74.3,62.5,7.0,65.2
6.8,57.8,53.9,4.5,60.3
5.4,69.2,77.0,8.5,71.6
7.4,62.7,56.0,8.3,60.7
8.7,82.1,80.1,6.9,87.1
10.0,81.0,82.2,7.5,90.3
1.5,60.4,47.4,6.7,55.8
5.7,82.3,64.9,6.4,75.5
5.5,72.7,72.1,5.9,71.0
2.4,89.7,98.0,3.9,73.8
7.5,65.8,78.4,6.7,78.2
4.6,65.3,76.3,7.9,73.0
7.0,82.6,93.6,6.6,92.5
2.9,72.7,60.2,8.4,65.8
7.3,100.0,94.7,6.7,93.7
6.5,74.6,78.6,9.0,74.1
6.5,65.1,51.1,7.5,61.4
3.4,57.3,76.3,6.8,64.5
9.2,75.4,78.3,6.1,82.7
8.6,71.6,83.2,7.2,78.2
7.4,83.6,82.7,4.1,69.8
8.7,58.6,56.2,6.4,68.6
0.5,78.1,73.3,6.2,53.7
5.2,67.4,71.0,4.3,61.8
6.9,89.4,81.7,5.0,88.8
0.8,70.2,75.9,8.2,59.4
8.5,71.6,70.2,6.3,78.3
7.3,65.7,88.7,6.4,76.9
8.0,78.3,65.0,8.5,76.3
2.1,64.0,50.2,6.7,53.2
3.6,45.2,75.9,6.1,69.1
4.4,70.2,48.3,8.4,65.2
1.0,63.6,66.8,7.3,61.1
5.1,51.7,41.4,7.4,49.7
7.9,46.7,56.4,4.9,58.2
3.2,85.4,64.5,7.1,62.1
0.5,72.8,35.9,6.7,50.7
1.7,63.7,76.2,7.7,72.6
3.6,58.9,55.1,7.7,66.9
9.8,49.2,46.4,6.1,63.9
6.9,74.3,54.6,7.1,80.8
5.4,66.1,60.1,7.5,69.6
3.8,70.9,45.7,6.2,59.2
0.5,54.2,50.6,9.3,46.2
0.5,61.7,63.2,6.1,55.7
5.6,79.8,79.1,8.6,78.2
3.4,67.8,81.3,5.7,64.6
2.9,62.6,74.9,7.9,69.5
3.6,78.3,79.4,7.1,77.1
3.2,54.7,51.2,9.6,49.8
7.3,67.2,83.5,7.8,87.1
5.9,87.4,70.8,9.1,69.5
3.0,74.2,70.2,7.8,61.7
8.2,45.0,55.2,6.2,74.8
4.0,77.2,77.0,5.6,75.7
1.6,53.8,63.9,5.8,63.9
6.0,77.4,98.0,6.4,85.1
3.4,95.6,85.6,6.9,81.5
2.0,83.3,58.7,7.6,69.0
5.3,80.4,62.9,8.5,64.5
0.5,68.4,59.8,5.6,46.6
3.5,63.7,79.2,8.1,62.3
1.2,61.0,33.9,5.2,41.4
7.7,81.4,78.1,8.2,72.7
3.5,64.7,71.8,7.7,59.1
5.5,73.7,38.7,7.1,57.1
5.4,79.8,76.2,5.4,73.2
4.5,87.8,77.6,6.7,79.3
0.5,63.6,69.1,8.6,65.6
4.5,55.8,55.8,6.8,66.4
2.1,60.6,65.8,8.1,64.1
9.4,60.8,80.9,4.1,71.8
7.9,56.2,36.4,7.7,56.5
6.0,70.0,57.2,8.5,66.1
3.5,68.3,40.8,5.3,54.2
3.0,73.2,61.8,7.6,58.6
8.6,65.2,52.6,7.5,76.2
5.5,100.0,86.3,8.8,92.0
4.4,93.5,79.9,6.4,83.9
8.4,73.4,62.3,5.9,69.1
0.8,67.7,67.6,6.2,61.7
2.9,59.4,86.6,7.0,60.0
7.9,48.2,58.3,5.6,68.4
3.0,64.7,81.7,6.7,70.5
6.7,61.5,70.2,7.1,71.5
3.0,66.2,54.3,7.1,60.9
4.8,91.8,68.9,8.3,79.7
4.8,68.0,61.4,7.4,63.0
6.5,74.6,43.0,7.7,66.7
7.0,80.3,76.5,5.6,73.3
4.4,68.9,59.2,4.6,68.4
7.7,71.5,60.9,3.6,54.0
4.5,65.1,59.2,8.9,67.8
2.2,72.7,79.4,4.3,53.3
4.6,71.2,70.4,6.5,82.9
4.8,79.3,52.7,6.9,74.3
7.2,70.4,86.9,7.1,84.1
4.4,62.2,68.1,6.2,71.9
3.4,54.2,63.6,3.0,40.6
9.4,68.5,65.6,7.1,80.8
3.4,61.9,40.4,6.0,48.0
6.4,50.6,37.9,6.6,52.3
5.0,84.0,64.9,7.7,70.6
9.0,72.9,55.7,8.3,77.4
6.8,87.2,67.3,3.7,62.1
3.1,49.3,70.1,6.1,58.9
6.7,65.9,60.7,6.4,67.7
3.1,79.3,44.8,5.6,58.9
5.3,62.0,53.5,6.5,75.9
0.7,77.2,63.9,5.9,51.8
7.0,72.8,50.7,7.1,68.0
9.4,81.9,55.5,6.5,82.4
2.5,79.8,70.2,6.4,71.4
0.9,62.9,83.2,6.4,68.9
4.9,52.3,41.2,6.8,57.8
7.3,63.3,46.6,5.1,64.6
3.9,77.8,49.0,5.5,57.9
7.6,71.1,73.2,8.5,72.0
2.6,51.5,46.2,8.4,53.8
7.9,68.6,56.8,9.0,71.5
6.4,68.3,30.0,7.1,62.0
3.2,56.0,70.4,6.6,69.6
5.4,73.7,53.5,9.0,65.8
9.2,73.8,38.7,7.3,63.8
9.1,56.1,48.8,6.0,57.3
8.4,65.8,62.6,5.2,72.6
8.5,84.8,66.8,6.6,80.0
1.4,69.0,66.0,9.0,60.6
0.5,45.0,47.6,8.0,38.1
3.7,74.8,58.2,7.7,67.2
3.2,50.9,63.7,7.8,56.3
6.8,100.0,83.1,8.7,92.3
9.3,71.2,57.0,5.7,62.9
2.5,64.8,48.0,9.2,54.7
2.8,68.6,79.6,5.3,62.0
6.4,77.0,70.2,4.9,71.6
5.7,72.5,49.6,5.4,67.8
5.3,85.0,98.0,6.5,88.6
2.3,71.3,53.6,4.5,53.2
2.2,63.2,65.3,7.4,56.5
6.4,90.9,62.9,5.0,66.7
0.6,53.8,67.3,7.7,55.4
5.0,74.2,71.8,6.1,76.2
3.2,67.4,87.9,5.5,67.4
6.0,45.0,68.0,7.7,56.2
4.4,68.8,50.3,7.7,62.2
3.2,69.0,84.0,5.6,75.3
6.4,77.7,65.4,4.2,59.8
3.8,57.9,49.7,8.3,63.9
3.4,66.3,60.6,7.1,65.2
0.5,81.4,77.1,6.8,73.0
4.2,82.7,58.4,7.2,64.1
6.6,76.2,48.5,6.8,61.7
8.8,85.2,65.7,6.0,71.5
7.3,68.6,77.6,7.0,74.8
4.7,85.8,65.9,5.7,63.8
6.6,63.3,53.4,5.3,71.0
8.4,95.0,44.9,6.7,66.7
2.2,65.2,64.2,7.4,57.6
3.5,65.9,54.3,9.7,54.5
5.9,72.7,71.6,7.4,81.1
5.2,73.3,69.0,6.8,68.5
5.9,72.8,64.1,7.1,71.6
5.7,63.2,64.1,6.6,69.9
6.6,63.7,80.0,6.8,88.8
5.0,77.9,61.8,5.2,64.3
0.5,66.8,78.2,7.0,55.3
6.7,88.9,67.0,8.7,76.5
3.5,57.1,62.9,5.8,52.6
8.4,48.0,85.5,8.1,80.8
3.5,48.5,48.3,7.8,53.5
8.4,81.4,49.3,6.2,72.9
5.7,61.6,42.4,7.4,57.1
4.3,64.0,60.9,7.6,54.9
3.7,74.0,63.9,6.4,65.3
5.1,69.0,57.8,4.2,61.8
2.3,92.5,60.7,5.9,66.2
3.3,47.5,71.2,7.8,57.2
3.4,67.6,85.6,7.8,84.0
8.8,86.1,71.2,5.2,82.2
4.4,71.7,42.1,8.6,65.8
6.3,74.9,73.5,6.9,77.7
5.1,92.0,86.6,7.3,87.4
8.0,62.3,40.8,5.6,68.4
6.6,77.5,82.6,5.6,78.8
7.8,65.9,86.6,4.8,66.9
4.4,74.1,93.5,8.8,88.2
4.6,65.2,78.8,7.4,78.2
5.4,70.9,57.4,8.6,71.8
2.5,64.0,42.4,7.7,58.6
5.2,67.0,66.5,7.2,67.3
7.4,45.0,46.7,7.3,61.5
1.6,57.8,84.0,7.5,67.6
3.6,70.4,39.0,6.0,53.0
2.8,57.7,30.0,7.7,46.1
3.3,45.0,74.6,7.7,61.4
6.9,50.2,77.7,5.9,66.9
7.6,86.2,79.9,9.3,91.1
4.0,69.9,53.1,9.6,65.6
2.2,80.1,62.2,7.3,61.0
6.5,75.6,39.7,7.4,63.8
2.5,53.2,46.0,6.7,56.9
3.8,52.6,80.9,6.1,53.6
4.9,68.3,73.5,8.7,72.8
7.2,75.9,58.5,7.1,77.6
5.2,68.7,62.8,6.0,64.7
8.9,97.2,85.7,4.7,76.6
0.5,68.9,47.1,6.2,55.5
4.3,66.1,79.7,7.7,79.5
3.6,66.0,57.0,5.3,57.4
6.3,54.2,60.6,7.4,70.3
5.8,45.0,53.5,6.0,52.7
8.1,63.9,46.1,5.9,54.6
0.5,73.5,74.8,7.9,74.1
0.5,49.9,30.0,6.9,38.6
6.9,86.9,66.6,8.9,84.9
3.0,69.9,59.0,6.7,63.4
4.2,85.9,63.7,5.8,66.4
4.8,54.6,74.8,8.7,69.8
2.7,69.4,63.9,5.9,61.4
5.3,82.0,69.1,8.7,84.4
3.1,86.5,76.9,5.5,76.0
6.3,63.5,44.9,8.6,60.2
2.4,72.4,55.3,6.8,60.9
3.2,71.0,64.6,6.1,60.8
6.5,70.5,40.7,7.8,62.0
6.2,77.1,52.8,7.1,79.7
4.1,66.9,64.6,5.0,65.7
9.0,75.9,63.4,5.9,60.3
3.5,73.1,72.2,7.5,76.0
8.0,64.3,50.8,5.6,62.0
4.6,47.0,30.0,8.6,39.5
7.1,65.7,66.1,5.1,67.5
5.0,71.2,55.2,6.7,69.0
4.2,68.5,65.7,7.1,70.1
2.4,63.6,50.2,6.9,52.8
3.2,79.8,76.6,7.0,78.1
2.5,60.9,62.4,8.1,65.7
